Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
548,Kevin Vázquez\Kevin-Vazquez,es ESP,DF,Celta Vigo,28-057,1993,5.3,309,242,67,5,0,37,2,7,0,0,0,0,165,84,60,24,206,15,62,0,235,1,10,7,19,Matches
549,Lucas Vázquez\Lucas-Vazquez,es ESP,DFFW,Real Madrid,29-322,1991,20.5,1431,1299,132,8,0,159,49,81,2,0,0,0,950,230,251,140,1125,30,122,8,1217,2,13,23,54,Matches
550,Koke Vegas\Koke-Vegas,es ESP,GK,Levante,25-234,1995,1.0,29,15,14,3,0,0,1,0,0,0,0,0,14,3,12,7,18,0,0,4,19,0,2,0,0,Matches
551,Gabriel Veiga\Gabriel-Veiga,es ESP,MFDF,Celta Vigo,18-357,2002,1.3,32,32,0,0,0,4,0,1,0,0,0,0,20,5,7,3,26,2,0,1,26,0,0,0,1,Matches
552,Unai Vencedor Paris\Unai-Vencedor-Paris,es ESP,MF,Athletic Club,20-185,2000,18.5,872,839,33,31,1,132,42,5,1,0,1,0,558,131,183,113,715,24,1,2,695,3,19,27,17,Matches
553,Gonzalo Verdú\Gonzalo-Verdu,es ESP,DF,Elche,32-210,1988,32.0,1516,1432,84,78,2,147,38,3,0,0,0,0,1135,80,301,120,1331,38,1,1,1309,5,29,13,8,Matches
554,Mikel Vesga\Mikel-Vesga,es ESP,MF,Athletic Club,27-363,1993,18.5,874,864,10,8,3,155,31,5,1,0,1,0,589,132,153,618,157,63,0,2,697,1,17,23,20,Matches
555,Rúben Vezo\Ruben-Vezo,pt POR,DF,Levante,27-024,1994,25.7,1324,1239,85,71,0,137,67,3,1,0,1,0,930,145,249,261,955,66,10,7,1126,2,31,25,17,Matches
556,Iñigo Vicente\Inigo-Vicente,es ESP,FW,Athletic Club,23-133,1998,0.4,46,43,3,0,0,3,1,6,0,0,0,0,24,10,12,1,39,3,3,0,33,1,1,0,2,Matches
557,Fede Vico\Fede-Vico,es ESP,MFFW,Granada,26-319,1994,7.5,281,259,22,9,1,47,13,16,8,4,3,0,182,38,61,249,17,11,1,0,193,1,6,8,8,Matches
558,Aleix Vidal\Aleix-Vidal,es ESP,DF,Sevilla,31-271,1989,5.6,429,365,64,13,0,40,11,12,0,0,0,0,277,91,61,33,326,14,51,0,367,1,7,9,8,Matches
559,Nacho Vidal\Nacho-Vidal,es ESP,DF,Osasuna,26-115,1995,25.1,957,750,207,11,1,115,25,40,0,0,0,0,436,187,334,47,613,61,196,5,680,2,32,16,33,Matches
560,Toni Villa\Toni-Villa,es ESP,MFFW,Valladolid,26-132,1995,10.1,374,352,22,2,3,72,9,24,4,3,0,0,256,64,54,33,314,10,10,1,277,2,8,11,20,Matches
561,Asier Villalibre\Asier-Villalibre,es ESP,FW,Athletic Club,23-231,1997,16.7,283,272,11,3,0,97,3,17,0,0,0,0,162,52,69,90,119,28,0,4,178,3,6,8,13,Matches
562,Iván Villar\Ivan-Villar,es ESP,GK,Celta Vigo,23-314,1997,18.8,647,416,231,65,0,32,9,0,0,0,0,0,263,17,367,38,503,2,0,72,375,5,21,2,2,Matches
563,Vitolo\Vitolo,es ESP,MFFW,Atlético Madrid,31-198,1989,3.3,154,149,5,1,0,24,3,1,0,0,0,0,112,26,16,21,115,8,4,2,127,0,1,1,2,Matches
564,Šime Vrsaljko\Sime-Vrsaljko,hr CRO,DF,Atlético Madrid,29-129,1992,5.8,311,242,69,2,0,30,3,20,0,0,0,0,151,58,102,12,208,12,67,1,211,4,4,5,11,Matches
565,Nikola Vukčević\Nikola-Vukcevic,me MNE,MF,Levante,29-157,1991,9.0,318,309,9,9,1,41,9,2,0,0,0,0,240,33,45,254,42,15,0,0,274,1,8,2,2,Matches
566,Daniel Wass\Daniel-Wass,dk DEN,MFDF,Valencia,31-353,1989,33.1,1641,1465,176,55,2,211,45,47,9,1,6,0,989,310,342,134,1251,103,110,8,1267,6,35,45,45,Matches
567,Shon Weissman\Shon-Weissman,il ISR,FW,Valladolid,25-094,1996,22.7,330,289,41,0,2,94,1,5,0,0,0,0,217,69,44,56,222,23,1,10,243,0,4,7,21,Matches
568,Iñaki Williams\Inaki-Williams,es ESP,FW,Athletic Club,26-338,1994,26.1,581,555,26,1,2,135,14,52,0,0,0,0,365,131,85,56,427,34,7,20,391,4,18,20,42,Matches
569,Nico Williams\Nico-Williams,es ESP,MF,Athletic Club,18-311,2002,0.6,20,20,0,0,0,7,1,2,0,0,0,0,14,4,2,3,15,1,0,0,11,0,1,3,3,Matches
570,Jawad El Yamiq\Jawad-El-Yamiq,ma MAR,DF,Valladolid,29-079,1992,14.3,568,529,39,36,1,80,26,2,0,0,0,0,371,54,143,83,415,43,3,3,450,0,28,6,7,Matches
571,Rubén Yáñez\Ruben-Yanez,es ESP,GK,Getafe,27-219,1993,9.0,245,155,90,32,0,10,5,0,0,0,0,0,58,13,174,22,170,0,0,25,141,2,3,4,0,Matches
572,Yoel\Yoel,es ESP,GK,Eibar,32-264,1988,2.3,83,68,15,6,0,9,5,0,0,0,0,0,25,9,49,14,43,0,0,23,59,0,2,1,0,Matches
573,Okay Yokuşlu\Okay-Yokuslu,tr TUR,MF,Celta Vigo,27-071,1994,5.1,276,268,8,5,0,52,8,0,0,0,0,0,191,39,46,19,230,13,1,3,238,0,6,2,3,Matches
574,Joseba Zaldúa\Joseba-Zaldua,es ESP,DF,Real Sociedad,28-329,1992,7.1,389,296,93,7,0,32,8,21,0,0,0,0,205,91,93,24,250,24,86,1,309,0,5,3,10,Matches
575,Oier Zarraga\Oier-Zarraga,es ESP,MF,Athletic Club,22-135,1999,1.1,43,41,2,2,0,11,2,1,0,0,0,0,38,5,0,1,42,0,0,0,34,0,1,2,3,Matches
576,Igor Zubeldia\Igor-Zubeldia,es ESP,DF,Real Sociedad,24-050,1997,21.8,1182,1140,42,24,0,122,20,6,0,0,0,0,961,74,147,79,1001,55,18,6,1050,0,13,8,15,Matches
577,Martín Zubimendi\Martin-Zubimendi,es ESP,MF,Real Sociedad,22-106,1999,19.9,1027,994,33,29,1,170,16,2,1,0,0,1,777,97,153,239,707,46,2,2,918,2,13,13,11,Matches
578,Martin Ødegaard\Martin-Odegaard,no NOR,MFFW,Real Madrid,22-153,1998,2.6,175,166,9,3,0,35,2,2,6,5,0,0,137,20,18,160,9,2,0,2,147,2,1,2,4,Matches
