Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
552,Unai Vencedor Paris\Unai-Vencedor-Paris,es ESP,MF,Athletic Club,20-185,2000,18.5,35,28,15,16,4,10,40,25.0,30,321,90,28.0,102,177,42,30,6,0,24,15,50,19,0,Matches
553,Gonzalo Verdú\Gonzalo-Verdu,es ESP,DF,Elche,32-210,1988,32.0,36,24,29,7,0,12,32,37.5,20,258,108,41.9,173,71,14,51,31,1,20,43,79,169,1,Matches
554,Mikel Vesga\Mikel-Vesga,es ESP,MF,Athletic Club,27-363,1993,18.5,34,26,11,19,4,11,42,26.2,31,402,84,20.9,115,230,57,33,8,0,25,23,57,45,0,Matches
555,Rúben Vezo\Ruben-Vezo,pt POR,DF,Levante,27-024,1994,25.7,41,24,31,8,2,12,29,41.4,17,202,66,32.7,117,68,17,40,15,1,25,35,76,142,3,Matches
556,Iñigo Vicente\Inigo-Vicente,es ESP,FW,Athletic Club,23-133,1998,0.4,1,1,1,0,0,1,1,100.0,0,5,3,60.0,4,0,1,0,0,0,0,0,1,0,0,Matches
557,Fede Vico\Fede-Vico,es ESP,MFFW,Granada,26-319,1994,7.5,14,9,9,5,0,4,12,33.3,8,170,38,22.4,38,93,39,14,2,0,12,9,23,1,0,Matches
558,Aleix Vidal\Aleix-Vidal,es ESP,DF,Sevilla,31-271,1989,5.6,13,11,6,6,1,4,10,40.0,6,72,28,38.9,27,37,8,13,1,0,12,8,21,14,0,Matches
559,Nacho Vidal\Nacho-Vidal,es ESP,DF,Osasuna,26-115,1995,25.1,63,29,35,23,5,21,36,58.3,15,329,95,28.9,153,112,64,69,11,0,58,42,105,95,0,Matches
560,Toni Villa\Toni-Villa,es ESP,MFFW,Valladolid,26-132,1995,10.1,26,19,10,11,5,11,39,28.2,28,260,78,30.0,59,135,66,12,0,0,12,7,33,3,0,Matches
561,Asier Villalibre\Asier-Villalibre,es ESP,FW,Athletic Club,23-231,1997,16.7,5,4,0,4,1,1,4,25.0,3,216,51,23.6,6,97,113,5,1,0,4,3,8,14,0,Matches
562,Iván Villar\Ivan-Villar,es ESP,GK,Celta Vigo,23-314,1997,18.8,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,1,0,0,1,0,0,0,0,Matches
563,Vitolo\Vitolo,es ESP,MFFW,Atlético Madrid,31-198,1989,3.3,3,3,1,0,2,1,7,14.3,6,46,12,26.1,8,19,19,6,0,0,6,1,4,1,0,Matches
564,Šime Vrsaljko\Sime-Vrsaljko,hr CRO,DF,Atlético Madrid,29-129,1992,5.8,18,13,11,7,0,7,12,58.3,5,67,19,28.4,38,24,5,11,0,0,11,6,24,18,0,Matches
565,Nikola Vukčević\Nikola-Vukcevic,me MNE,MF,Levante,29-157,1991,9.0,13,7,5,7,1,3,15,20.0,12,110,29,26.4,32,68,10,13,6,0,7,5,18,22,0,Matches
566,Daniel Wass\Daniel-Wass,dk DEN,MFDF,Valencia,31-353,1989,33.1,54,35,20,32,2,14,52,26.9,38,346,94,27.2,134,163,49,59,15,1,44,29,83,73,0,Matches
567,Shon Weissman\Shon-Weissman,il ISR,FW,Valladolid,25-094,1996,22.7,9,7,3,4,2,4,17,23.5,13,411,102,24.8,37,163,211,23,5,0,18,6,15,6,0,Matches
568,Iñaki Williams\Inaki-Williams,es ESP,FW,Athletic Club,26-338,1994,26.1,15,7,0,7,8,1,13,7.7,12,281,84,29.9,13,94,174,13,0,0,13,3,18,19,0,Matches
569,Nico Williams\Nico-Williams,es ESP,MF,Athletic Club,18-311,2002,0.6,0,0,0,0,0,0,2,0.0,2,19,2,10.5,6,5,8,1,1,0,0,1,1,0,0,Matches
570,Jawad El Yamiq\Jawad-El-Yamiq,ma MAR,DF,Valladolid,29-079,1992,14.3,21,12,13,8,0,3,5,60.0,2,115,41,35.7,70,43,2,24,14,1,10,37,58,138,0,Matches
571,Rubén Yáñez\Ruben-Yanez,es ESP,GK,Getafe,27-219,1993,9.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
572,Yoel\Yoel,es ESP,GK,Eibar,32-264,1988,2.3,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
573,Okay Yokuşlu\Okay-Yokuslu,tr TUR,MF,Celta Vigo,27-071,1994,5.1,13,10,5,6,2,3,9,33.3,6,74,25,33.8,25,42,7,8,3,0,5,10,23,13,0,Matches
574,Joseba Zaldúa\Joseba-Zaldua,es ESP,DF,Real Sociedad,28-329,1992,7.1,16,8,8,7,1,7,21,33.3,14,96,24,25.0,31,48,17,9,2,0,7,6,22,28,0,Matches
575,Oier Zarraga\Oier-Zarraga,es ESP,MF,Athletic Club,22-135,1999,1.1,1,1,0,1,0,0,1,0.0,1,18,3,16.7,4,9,5,1,0,0,1,0,1,0,0,Matches
576,Igor Zubeldia\Igor-Zubeldia,es ESP,DF,Real Sociedad,24-050,1997,21.8,30,21,20,10,0,11,18,61.1,7,183,60,32.8,95,76,12,34,15,0,19,24,54,96,0,Matches
577,Martín Zubimendi\Martin-Zubimendi,es ESP,MF,Real Sociedad,22-106,1999,19.9,32,20,16,12,4,10,30,33.3,20,304,80,26.3,109,162,33,32,11,1,21,31,63,54,0,Matches
578,Martin Ødegaard\Martin-Odegaard,no NOR,MFFW,Real Madrid,22-153,1998,2.6,1,0,0,1,0,1,2,50.0,1,32,5,15.6,4,21,7,1,0,0,1,1,2,0,0,Matches
